DATE,TIME,GAME ID,MATCH,3WAY,DOUBLE CHANCE,OV/UN 2.5,GG/NG
06/08/2024,19:00,62665,QARABAG FK vs PFC LUDOGORETS 1945,RAZGRAD,1.81,3.60,4.40,1.21,1.28,1.95,1.92,1.82,1.86,1.88
06/08/2024,11:00,48005,SENEGAL SRL vs MONTENEGRO SRL,1.50,3.80,5.60,1.12,1.19,2.07,1.87,1.77,1.90,1.63
06/08/2024,11:00,90739,VENEZUELA vs AZERBAIJAN SRL,1.39,4.00,7.00,1.08,1.17,2.28,1.82,1.82,1.97,1.58
06/08/2024,12:00,5839,UNITED ARAB EMIRATES SRL vs NORWAY SRL,3.70,4.50,1.62,1.90,1.16,1.21,1.31,2.95,1.35,2.50
06/08/2024,12:00,47439,COSTA RICA SRL vs ALBANIA SRL,1.95,2.95,3.85,1.21,1.30,1.62,2.80,1.35,2.29,1.42
06/08/2024,12:00,73156,GREECE SRL vs ZAMBIA SRL,1.38,4.60,6.00,1.10,1.14,2.31,1.46,2.40,1.60,1.93
06/08/2024,13:00,18451,IRAN SRL vs GEORGIA SRL,1.73,3.45,4.10,1.18,1.23,1.77,1.96,1.70,1.81,1.70
06/08/2024,13:00,41761,CAMEROON SRL vs ESTONIA SRL,1.77,3.20,4.30,1.17,1.26,1.74,2.38,1.47,2.11,1.50
06/08/2024,13:00,18449,PARAGUAY vs ISRAEL SRL,1.93,3.40,3.35,1.25,1.24,1.63,1.84,1.79,1.67,1.84
06/08/2024,13:00,55987,NEW LAMBTON FC vs NEWCASTLE OLYMPIC FC,4.80,4.30,1.51,2.06,1.16,1.15,1.58,2.14,1.67,1.95
06/08/2024,13:00,84364,SANTA CLARA U23 vs SL BENFICA,3.65,3.90,1.78,1.78,1.21,1.23,1.50,2.37,1.49,2.33
06/08/2024,14:00,70385,SYRIA SRL vs FAROE ISLANDS SRL,1.33,4.50,7.60,1.07,1.14,2.46,1.61,2.09,1.84,1.67
06/08/2024,14:00,97085,NIGERIA SRL vs BELGIUM SRL,4.70,4.00,1.54,2.00,1.18,1.15,1.61,2.09,1.63,1.90
06/08/2024,14:00,43461,COLOMBIA vs SERBIA SRL,2.05,3.40,3.05,1.29,1.24,1.56,1.71,1.94,1.56,2.00
06/08/2024,17:00,21034,KS HUTNIK KRAKOW SSA vs ZAGLEBIE LUBIN II,2.55,3.40,2.50,1.44,1.28,1.43,1.76,1.92,1.63,2.10
06/08/2024,18:00,30981,SPORTING BRAGA vs RIO AVE,1.56,4.00,5.00,1.15,1.19,2.05,1.68,2.03,1.74,1.91
06/08/2024,18:00,9797,POGON SIEDLCE vs LECH II POZNAN,1.34,4.80,7.80,1.08,1.14,2.60,1.61,2.13,1.92,1.75
06/08/2024,18:00,97282,MINYOR PERNIK vs MAREK DUPNICA,2.24,3.10,3.15,-,-,-,2.32,1.52,1.99,1.67
06/08/2024,18:00,23237,ESTORIL PRAIA vs CD MAFRA,1.39,4.80,6.20,1.10,1.14,2.40,1.45,2.50,1.63,2.05
06/08/2024,18:00,74827,LEIXOES SC vs GIL VICENTE FC,3.05,3.65,2.05,1.60,1.24,1.31,1.62,2.11,1.55,2.20
06/08/2024,19:00,59547,USA vs GERMANY,1.94,3.15,4.00,1.22,1.31,1.72,2.19,1.60,1.96,1.73
06/08/2024,19:00,47813,ODDER IGF vs VSK ARHUS,3.70,3.70,1.93,-,-,-,-,-,-,-
06/08/2024,19:00,94145,GOERSLEV IF vs SUNDBY,5.00,4.30,1.59,-,-,-,-,-,-,-
06/08/2024,19:00,38519,RINGSTED IF vs BRONSHOJ BK,5.60,4.60,1.50,-,-,-,-,-,-,-
06/08/2024,19:00,20411,GUTERSLOH WOMEN vs FC TWENTE ENSCHEDE,5.60,5.20,1.37,2.35,1.12,1.11,-,-,1.37,2.65
06/08/2024,20:00,67287,PODBESKIDZIE BIELSKO-BIA?A vs STOMIL OLSZTYN,-,4.20,5.80,-,-,2.20,1.69,2.01,1.81,1.86
06/08/2024,20:00,51449,PFC MONTANA 1921 vs FK CSKA 1948 II,1.63,3.55,5.20,1.14,1.23,1.95,2.09,1.64,2.05,1.63
06/08/2024,20:00,26940,HAPOEL HADERA FC vs MS ASHDOD,2.05,3.30,3.25,1.27,1.26,1.57,2.01,1.66,1.82,1.79
06/08/2024,20:00,92326,BEITAR JERUSALEM FC vs HAPOEL JERUSALEM FC,2.36,3.30,2.65,1.36,1.26,1.44,1.83,1.81,1.66,1.97
06/08/2024,20:20,68222,KS POLONIA BYTOM SA vs GKS JASTRZEBIE,1.78,3.60,4.10,1.21,1.25,1.82,1.94,1.74,1.87,1.80
